media	url	client	reposts	comments	gender	follower	friend	statues	age	verified	desc	type	species
1	0	2	215	72	1	663938	1008	84945	1303	1	1	2	yes
1	0	1	50	8	1	101174	2044	4796	798	1	1	-1	yes
1	0	1	129	21	1	301939	1097	11389	1335	1	1	-1	yes
1	0	2	13	8	1	358638	233	51190	1307	1	1	3	yes
1	0	2	20	2	1	43016	1518	10216	693	1	1	-1	yes
1	0	2	113	33	1	1525288	2106	30083	743	1	1	-1	yes
1	0	2	257	99	1	1931367	1512	26553	1780	1	1	3	yes
1	0	1	274	49	0	1007771	3000	36738	1165	1	1	-1	yes
1	0	1	11	8	1	5102	1335	12063	535	1	1	-1	yes
1	0	2	18	5	0	4652	128	3847	660	1	1	-1	yes
1	0	2	12	11	1	33486	1321	5512	1019	1	1	0	yes
1	1	1	41	14	1	1126783	800	18115	1578	1	1	3	yes
1	0	1	62	15	1	751235	538	69018	1517	1	1	3	yes
1	0	2	580	103	1	440961	41	5972	463	1	1	3	yes
1	0	1	13	7	0	107582	734	8043	738	1	1	0	yes
1	0	1	110	18	1	541190	752	18590	985	1	1	-1	yes
1	1	2	17	3	0	22173	608	21663	1742	1	1	3	yes
1	0	2	69	43	0	575628	1938	58589	1663	1	1	3	yes
1	0	1	140	26	0	881030	2992	36928	1165	1	1	-1	yes
1	0	1	1690	950	1	3630378	928	69685	1740	1	1	3	yes
1	0	1	803	265	1	5787364	196	42445	1454	1	1	3	yes
1	1	1	300	124	1	3946904	773	44810	1604	1	1	3	yes
1	0	2	45	13	0	223101	2197	13661	858	1	1	-1	yes
1	0	1	31	14	1	307991	357	89894	1507	1	1	3	yes
1	0	1	10	6	1	13848	1611	15821	1061	1	1	0	yes
1	0	1	86	57	1	150275	346	25166	1542	1	1	3	yes
1	1	1	70	28	1	1778026	1084	38344	1571	1	1	3	yes
1	1	1	35	7	1	1016652	384	34420	890	1	1	3	yes
0	0	1	20	15	1	124980	484	23167	1346	1	1	3	yes
1	0	2	72	15	1	2032676	1113	25783	1222	1	1	3	yes
1	0	1	262	116	1	3982433	446	63060	1679	1	1	3	yes
1	0	1	123	41	1	1396109	1112	35338	1536	1	1	3	yes
1	1	1	49	26	1	1081134	480	32281	1450	1	1	3	yes
1	0	1	45	12	1	556178	352	36060	1247	1	1	3	yes
1	0	1	62	34	0	279818	404	84547	1375	1	1	3	yes
1	0	1	163	71	1	1219232	180	14670	959	1	1	0	yes
1	0	2	14	8	1	47893	463	16938	1311	1	1	3	yes
1	0	1	11	7	1	1060482	904	26719	1516	1	1	3	yes
1	1	2	11	5	1	41908	1170	17232	1560	1	1	3	yes
1	0	1	12	5	1	570879	1778	9947	945	1	1	-1	yes
1	0	2	10	3	1	20264	1949	13418	1052	1	1	-1	yes
1	0	1	17	7	1	269305	1120	23149	1027	1	1	3	yes
1	0	1	79	22	1	334709	2233	13447	586	1	1	3	yes
1	0	1	150	62	1	699092	45	3279	1111	1	1	-1	yes
1	0	2	13	9	0	227379	295	40878	1379	1	1	3	yes
1	0	1	11	12	1	332129	855	36536	1433	1	1	3	yes
1	0	1	443	228	1	5356392	565	63049	1574	1	1	3	yes
1	0	2	13	5	0	14109	356	4660	1015	1	1	4	yes
1	0	1	10	9	0	2571	705	3476	933	1	1	-1	yes
1	1	2	30	21	1	1023192	881	62925	1288	1	1	3	yes
1	0	2	34	17	0	685079	1816	15004	1187	1	1	-1	yes
1	0	1	13	7	0	4032204	732	13883	883	1	1	1	yes
1	0	1	23	11	0	59100	2382	35414	1090	1	1	-1	yes
1	0	1	253	165	1	4176352	2003	53156	1546	1	1	3	yes
1	0	2	13	20	1	12641	714	7054	1339	1	1	3	yes
1	0	1	14	5	0	47237	365	39548	1500	1	1	3	yes
1	0	1	1014	362	1	5689396	529	58810	1749	1	1	3	yes
1	0	1	354	99	1	4618394	324	36977	1699	1	1	3	yes
1	0	1	45	10	1	914134	1585	13628	1178	1	1	-1	yes
1	1	1	493	137	1	1183465	1587	30028	1759	1	1	3	yes
1	0	1	50	15	0	290614	848	11649	514	1	1	3	yes
1	0	1	168	27	1	2087821	704	36392	1550	1	1	0	yes
1	0	1	122	60	1	1717849	461	40649	1737	1	1	3	yes
1	0	1	22	9	1	313445	606	10041	1235	1	1	1	yes
1	0	2	102	34	0	571891	1086	21322	1118	1	1	3	yes
1	1	1	83	24	1	352836	1239	26750	1493	1	1	3	yes
1	0	1	26	14	1	1144081	691	60530	1324	1	1	3	yes
1	1	1	242	22	1	713	22	759	1286	1	1	-1	no
1	0	1	101	41	0	506012	595	95461	1664	1	1	3	no
1	0	2	360	43	0	1255393	1458	13899	1004	1	1	220	no
1	0	1	178	20	1	561262	535	12834	905	1	1	3	no
1	0	2	1855	343	1	5117334	2199	51022	1957	1	1	3	no
1	0	1	269	78	0	2587045	95	15031	1340	1	1	-1	no
1	0	1	183	35	1	239337	449	4744	1241	1	1	-1	no
1	0	1	241	32	1	690790	1779	16650	1160	1	1	3	no
1	0	2	138	17	0	192772	1433	1454	1093	1	1	-1	no
1	0	2	122	5	0	91385	1343	239	1091	1	1	-1	no
1	0	2	105	24	0	200474	1608	2157	1191	1	1	-1	no
1	1	1	1341	319	1	10954307	2006	66049	1960	1	1	3	no
1	1	1	306	76	1	196404	396	26761	1960	1	1	3	no
1	1	1	162	58	1	1885422	263	64391	1500	1	1	3	no
1	0	2	596	75	0	5257146	44	41479	1597	1	1	-1	no
1	0	2	1171	243	0	10118524	990	103587	1708	1	1	-1	no
1	0	1	421	68	0	4625569	1833	16399	1939	1	1	2	no
1	0	1	32	7	1	104945	374	13344	1406	1	1	1	no
1	1	1	242	24	1	2088244	704	36566	1728	1	1	0	no
1	0	1	851	217	0	1816726	2357	74991	1684	1	1	-1	no
1	0	1	184	36	1	1009022	2891	42584	1275	1	1	-1	no
1	0	1	1414	266	0	5552487	128	61618	1888	1	1	-1	no
1	0	1	433	157	1	914139	1585	13667	1357	1	1	-1	no
1	0	1	859	86	0	9993153	924	80220	1768	1	1	-1	no
1	0	1	193	40	1	47981	509	20139	1185	1	1	3	no
1	0	1	475	40	0	1683233	238	37793	1927	1	1	-1	no
1	0	1	119	25	0	1007777	3000	36797	1344	1	1	-1	no
1	0	1	561	89	0	1312106	63	16380	1203	1	1	-1	no
1	1	1	1488	252	1	13503520	533	56289	1966	1	1	3	no
1	0	2	333	24	1	128477	60	5833	1034	1	1	-1	no
1	0	1	272	31	1	12956459	56	92401	1329	1	1	-1	no
1	0	1	13	0	0	60451	1051	17229	535	1	1	-1	no
1	1	1	10	5	1	390968	390	29215	1785	1	1	-1	no
1	0	1	21	8	0	2957131	770	20529	1960	1	1	2	no
1	0	1	34	14	1	68037	957	31692	1667	1	1	3	no
1	0	1	25	8	0	625209	650	5815	928	1	1	3	no
1	1	1	598	154	1	11733621	2008	66449	1963	1	1	3	no
1	0	1	79	29	1	603834	0	1630	763	1	0	3	no
1	1	1	266	50	0	1986740	233	18468	1576	1	1	2	no
1	0	1	44	17	1	70333	1423	20224	1226	1	1	1	no
1	0	1	164	23	1	1468135	836	8330	925	1	1	-1	no
1	0	1	160	31	1	2231046	878	26590	1217	1	1	-1	no
1	0	1	21	1	0	1224570	242	21391	730	1	1	220	no
1	0	2	45	16	1	1236241	1405	45412	1560	1	1	-1	no
1	0	1	841	132	1	9129166	26	863	926	1	1	6	no
1	0	2	32	6	1	371570	119	18278	750	1	1	-1	no
1	0	2	430	47	1	14323968	383	71512	1048	1	1	-1	no
1	0	2	228	29	0	6932159	148	28880	1235	1	1	-1	no
1	0	2	98	13	1	1583762	276	57097	1383	1	1	-1	no
1	0	1	57	7	0	5306927	177	9368	1510	1	1	-1	no
1	0	2	47	9	1	633882	108	35436	1267	1	1	220	no
1	0	2	18	2	0	292531	70	32987	1438	1	1	-1	no
1	0	1	65	7	0	1233727	19	23312	1379	1	1	-1	no
1	0	2	49	8	1	386270	17	3134	1180	1	1	-1	no
1	0	1	76	13	0	3611521	869	118689	1937	1	1	-1	no
1	0	1	89	7	0	441464	1774	8251	1530	1	1	-1	no
1	0	2	32	6	1	701801	1775	87229	1543	1	1	-1	no
1	0	1	2507	567	1	3633571	928	69823	1918	1	1	3	no
1	0	1	2479	330	0	4951308	2040	41328	1954	1	1	-1	no
1	0	1	3394	284	1	1092334	236	12313	1119	1	1	-1	no
1	0	1	14	1	1	15796	55	5743	1443	1	1	2	no
1	1	2	18	1	0	652	169	560	333	1	1	-1	no
1	0	1	14	4	0	10365	419	7319	1687	1	1	3	no
1	0	1	68	15	1	1023879	882	63069	1466	1	1	3	no
1	1	2	37	9	0	575798	1939	58625	1841	1	1	3	no
1	1	1	16	2	1	111559	1720	9650	1356	1	1	3	no
1	0	2	37	9	0	281407	403	84701	1554	1	1	3	no
1	1	1	12	5	1	60644	1937	10423	1103	1	1	1	no
1	0	1	75	16	1	335387	2244	13493	764	1	1	3	no
1	0	1	71	16	0	372353	1346	8151	512	1	1	3	no
1	0	1	22	7	1	119676	698	53319	1958	1	1	5	no
1	0	1	15	3	1	616029	760	44605	1834	1	1	3	no
1	0	1	32	16	1	626116	510	8285	1518	1	1	2	no
1	0	1	15	5	1	534119	1959	52725	1462	1	1	3	no
1	0	1	27	5	1	271760	774	7427	340	1	1	3	no
1	0	1	10	2	1	152996	425	26653	1560	1	1	3	no
1	0	1	29	11	1	620058	384	77864	1429	1	1	3	no
1	0	1	11	1	1	110276	1480	8823	1245	1	1	2	no
1	1	1	40	5	1	138550	447	18914	1538	1	1	3	no
1	0	1	13	3	0	303921	1807	29976	1169	1	1	3	no
1	1	1	42	17	1	311464	293	14202	1328	1	1	1	no
1	0	2	17	1	0	40873	1517	202	1166	1	1	-1	no
1	0	1	14	9	1	92934	213	4020	786	1	1	3	no
1	1	1	10	2	1	141511	241	14009	1584	1	1	5	no
1	1	1	16	6	0	238092	678	13622	979	1	1	1	no
1	1	1	97	29	1	2830704	900	69090	1904	1	1	3	no
1	0	1	10	1	1	21654	312	15946	1310	1	1	6	no
1	0	1	22	10	1	418872	831	24693	1965	1	1	3	no
1	1	1	43	21	1	457226	398	11179	1769	1	1	3	no
1	0	1	14	8	0	209671	330	31368	1913	1	1	3	no
1	0	1	41	6	0	4418006	1643	31555	1467	1	1	-1	no
1	0	1	41	12	1	1448924	873	33295	1418	1	1	3	no
1	0	2	79	12	0	1097462	2106	9490	1142	1	1	-1	no
1	1	1	18	1	1	833248	253	22766	1531	1	1	3	no
1	1	1	21	8	0	1455559	435	60259	1685	1	1	3	no
1	0	2	54	1	0	22446	0	158	1217	1	1	-1	no
1	1	1	55	9	0	1127628	1095	65872	1519	1	1	3	no
1	0	1	80	10	1	4437942	2407	36230	1065	1	1	-1	no
1	0	1	53	7	1	210340	795	28101	1876	1	1	3	no
1	0	1	14	4	1	164743	1276	11677	1179	1	1	3	no
1	0	2	21	9	0	424184	108	9054	996	1	1	220	no
1	0	1	60	10	1	541223	752	18626	1165	1	1	-1	no
1	0	1	10	0	0	2609	2701	1046	499	1	1	-1	no
1	0	2	26	11	0	437604	1638	14151	1367	1	1	-1	no
1	0	2	36	4	0	353776	27	22384	1420	1	1	-1	no
1	0	1	64	13	0	212191	2166	12393	1037	1	1	-1	no
1	0	1	35	9	0	223092	2197	13676	1037	1	1	-1	no
1	0	1	95	19	1	1050348	335	12955	1677	1	1	-1	no
1	0	1	15	5	1	68629	315	3617	1341	1	1	2	no
1	1	1	10	4	1	100109	454	10779	1429	1	1	1	no
1	0	1	93	18	0	456001	2351	12032	1010	1	1	-1	no
1	0	1	11	1	0	21468	1877	32984	1081	1	1	2	no
1	0	1	21	8	0	238944	2013	15804	1241	1	1	2	no
1	0	1	83	13	0	330581	2543	12253	1037	1	1	-1	no
1	0	1	53	8	1	1097588	1564	48258	1470	1	1	3	no
1	0	1	37	4	1	4052009	50	19926	981	1	1	-1	no
1	0	1	10	10	1	408849	523	42344	1471	1	1	3	no
1	1	1	349	730	1	14252634	1807	85877	1845	1	1	3	no
1	0	1	28	13	0	2878966	611	46120	1785	1	1	3	no
1	0	1	53	24	1	26434899	1318	52879	1139	1	1	3	no
1	1	1	30	51	1	12143707	1492	88456	1845	1	1	3	no
1	0	2	304	322	1	30264352	670	41512	787	1	1	3	no
0	0	1	338	80	0	136493	250	379	289	1	1	1	no
0	0	1	1049	1736	1	4290034	229	3639	200	1	1	1	no
1	0	2	111	256	1	653706	380	9809	1075	1	1	-1	no
1	1	1	42	15	1	4076023	1664	25407	1503	1	1	3	no
1	0	1	32	25	1	11022028	2006	66083	1841	1	1	3	no
1	0	1	25	32	0	220495	1417	11289	1212	1	1	-1	no
1	0	1	12	9	1	143448	655	25233	1440	1	1	3	no
1	0	1	10	13	1	2394402	1141	40973	1660	1	1	3	no
1	0	1	62	51	1	1743261	369	75736	1756	1	1	3	no
1	0	2	50	39	1	13712231	678	62134	1665	1	1	3	no
1	0	1	11	3	1	15840	786	5134	398	1	1	0	no
1	1	1	21	15	0	832913	1101	31080	1366	1	1	3	no
1	0	2	34	86	1	311093	2478	22586	1452	1	1	0	no
1	1	1	49	53	1	8656834	648	52097	1665	1	1	3	no
1	0	1	37	22	1	3993539	447	63220	1739	1	1	3	no
1	0	2	15	6	1	2771610	1292	37089	1833	1	1	3	no
1	0	2	55	75	1	2885535	1106	19753	1845	1	1	3	no
1	0	1	11	5	1	2286089	721	35745	1568	1	1	3	no
1	1	1	186	201	1	8597341	974	42854	1842	1	1	3	no
1	1	1	14	11	0	268099	626	18509	1552	1	0	3	no
1	0	1	35	27	1	1116199	410	2172	822	1	1	-1	no
1	0	1	76	48	0	5737279	801	21909	1180	1	1	-1	no
1	1	1	11	12	0	3515126	315	16727	1714	1	1	3	no
1	1	1	12	20	0	1457829	435	60292	1662	1	1	3	no
1	0	1	10	1	1	2408	257	1013	365	1	1	-1	no
1	0	1	45	29	1	12932658	1885	79174	1916	1	1	3	no
1	1	2	56	58	1	5140019	132	11403	1942	1	1	3	no
1	0	1	28	25	1	2394461	1141	40974	1756	1	1	3	no
1	0	1	24	28	1	13542057	533	56326	1942	1	1	3	no
1	0	1	48	18	1	1072206	1564	21389	1346	1	1	3	no
0	0	1	45	8	1	28271	127	809	360	1	1	1	no
0	0	1	17	5	1	2725860	380	3622	545	1	1	1	no
1	1	1	125	142	1	14253052	1807	85878	1941	1	1	3	no
0	0	2	48	10	0	136493	250	379	385	1	1	1	no
0	0	1	299	83	1	4290030	229	3639	296	1	1	1	no
0	0	1	971	1378	1	28271	127	809	378	1	1	1	no
1	0	1	621	1473	1	2725861	380	3622	562	1	1	1	no
1	0	2	909	469	1	105979	473	1328	1374	1	1	0	no
0	0	1	39	89	1	15423	8	27	685	1	1	0	no
0	1	2	38	43	0	591	960	2074	1743	1	1	220	no
1	0	1	52	37	1	2725861	380	3622	562	1	1	1	no
1	0	1	42	90	1	4076052	1664	25407	1617	1	1	3	no
1	1	1	58	5	1	1072205	1564	21389	1365	1	1	3	no
1	0	1	21	15	1	896664	699	3896	1098	1	1	1	no
0	0	1	42	52	1	28271	127	809	377	1	1	1	no
1	0	1	39	101	1	2725861	380	3622	562	1	1	1	no
1	0	1	39	24	1	693540	231	4381	717	1	1	3	no
0	0	2	13	30	0	171	359	1462	1055	1	1	-1	no
1	0	1	14	16	1	28271	127	809	378	1	1	1	no
1	1	1	10	1	0	818492	1223	48759	1778	1	1	3	no
1	1	2	18	2	1	4168	92	886	1407	1	1	0	no
1	1	1	11	5	1	196265	1813	26943	1921	1	1	5	no
1	0	2	10	9	1	219334	833	1697	108	1	1	2	no
1	0	1	64	86	1	3154504	424	68699	1307	1	1	3	no
1	1	1	36	21	1	8132193	170	30580	826	1	1	3	no
1	1	1	10	3	1	742454	1021	65247	1515	1	1	3	no
1	0	1	2244	3260	1	27969280	462	45865	924	1	1	3	no
1	1	1	33	3	1	8132181	170	30580	922	1	1	3	no
1	0	2	33	19	1	13712267	678	62135	1761	1	1	3	no
1	0	1	487	17	1	4372235	763	44102	1765	1	1	3	no
1	0	1	40	34	1	6885421	318	42000	1937	1	1	3	no
1	0	1	199	95	1	27969541	462	45866	1020	1	1	3	no
1	1	1	19	12	1	8656960	648	52098	1761	1	1	3	no
1	0	1	19	3	1	525907	630	16245	1022	1	1	3	no
1	0	1	53	32	1	26435050	1318	52879	1235	1	1	3	no
1	1	1	28	0	1	12143753	1492	88456	1941	1	1	3	no
1	0	1	43	25	1	294095	124	1704	305	1	1	3	no
1	1	1	160	109	0	38052375	293	100132	1941	1	1	3	no
1	0	1	1083	537	1	27969550	462	45866	1037	1	1	3	no
1	1	1	226	121	1	7721408	1381	137709	1648	1	1	3	no
1	1	1	95	45	1	12423524	1375	91044	1648	1	1	3	no
1	0	1	35	36	1	662371	125	29103	1102	1	1	3	no
1	0	1	53	53	1	473385	349	19772	1102	1	1	3	no
1	1	1	53	28	1	6005628	621	86240	1623	1	1	3	no
0	1	1	13	4	1	357710	1001	35695	1566	1	1	3	no
1	1	2	34	23	1	3159669	424	68921	1114	1	1	3	no
1	1	1	38	30	1	6005628	621	86240	1626	1	1	3	no
1	1	1	15	8	1	5751927	529	59236	1615	1	1	3	no
1	1	1	113	58	1	7721410	1381	137709	1651	1	1	3	no
1	1	2	1276	333	1	35486	1979	24719	1680	1	1	0	no
0	1	2	17	1	1	9265	2131	85618	1881	1	1	220	no
1	0	1	620	599	1	275850	805	7758	264	1	1	3	no
1	1	1	35	29	1	3433829	440	23196	616	1	1	3	no
1	1	2	68	4	1	5504	925	40693	1441	1	1	220	no
0	1	1	11	3	0	3184	1996	12690	405	1	0	-1	no
1	0	2	10	0	1	25005	1793	22505	1508	1	1	0	no
0	1	2	56	12	1	1908	1217	912	1355	1	1	0	no
1	1	1	15	8	1	4029681	505	8801	897	1	1	2	no
1	1	2	109	145	1	1732318	519	15046	1010	1	1	3	no
1	1	1	28	33	0	2884073	611	46380	1848	1	1	3	no
1	1	1	17	24	1	1747773	369	76211	1820	1	1	3	no
1	0	2	531	866	1	61467	102	2430	365	1	0	1	no
1	1	1	21	34	0	2884073	611	46380	1849	1	1	3	no
0	1	2	83	99	1	417188	2617	28910	1547	1	1	0	no
1	0	1	33	17	0	180153	873	7270	1222	1	1	3	no
1	0	2	433	66	0	550471	983	21890	1711	1	1	3	no
1	1	1	127	48	1	4156768	1681	25528	1592	1	1	3	no
1	0	1	45	24	1	2440019	1141	41285	1748	1	1	3	no
1	1	1	171	42	1	7054020	1679	30005	1886	1	1	3	no
1	0	1	1074	913	1	390012	320	6093	613	1	1	3	no
0	0	1	213	59	1	295549	2337	25632	1934	1	1	0	no
1	0	1	77	71	1	8781264	649	52411	1755	1	1	3	no
1	0	1	38	10	1	44317	1097	5980	1445	1	1	2	no
0	0	2	24	6	1	105907	89	3562	392	1	1	1	no
1	0	1	15	19	0	550471	983	21890	1711	1	1	3	no
0	0	1	26	203	1	11762	319	23	1562	1	0	-1	no
0	0	1	144	283	1	26837	100	230	243	1	1	-1	no
1	1	1	48	57	0	1674233	2340	22792	958	1	1	3	no
0	0	1	70	201	0	10332	176	131	85	1	1	0	no
1	0	1	24	13	1	54041	150	13367	1915	1	1	0	no
1	1	2	219	3	0	8740	1826	23523	1474	1	1	220	no
0	0	1	209	277	1	26551	100	230	254	1	1	-1	no
1	1	1	25	8	1	85406	1906	9600	1950	1	1	3	no
1	0	1	75	92	1	454419	1065	30520	1516	1	1	0	no
1	1	1	203	3	1	12346032	1492	88906	1950	1	1	3	no
0	0	1	26	17	1	2024167	589	43950	1386	1	1	3	no
1	0	1	20	13	1	524641	631	16557	1030	1	1	3	no
0	1	2	620	1105	1	41116	36	69	60	1	0	0	no
1	0	1	10	10	0	10837355	775	57605	1889	1	1	3	no
0	0	1	30	44	1	13172518	1885	79678	1924	1	1	3	no
1	1	1	22	29	1	1747493	369	76211	1860	1	1	3	no
1	0	1	22	34	1	2042166	1122	26158	1386	1	1	3	no
1	0	1	11	10	0	180137	873	7270	1239	1	1	3	no
1	1	1	19	9	1	169765	229	15578	1699	1	1	3	no
1	1	1	169	140	1	313304	135	1901	314	1	1	3	no
1	1	1	69	45	1	4157116	1681	25528	1608	1	1	3	no
1	1	2	13	18	1	6898	2001	8691	1774	1	1	0	no
0	1	1	21	17	1	2407187	205	10324	1942	1	1	3	no
1	1	1	198	139	1	26688434	1321	53545	1245	1	1	3	no
1	1	1	37	9	1	1073297	1564	21624	1358	1	1	3	no
1	1	2	69	19	1	13817352	684	62536	1772	1	1	3	no
1	1	1	39	9	1	8286231	170	30877	933	1	1	3	no
0	1	1	45	4	1	1761274	493	15862	676	1	1	3	no
1	0	1	44	26	1	2749563	702	5280	685	1	1	1	no
1	1	2	11	3	1	10190	175	4316	1418	1	1	-1	no
1	1	1	176	261	0	38245315	294	100459	1955	1	1	3	no
1	1	1	10	9	0	76435	360	4926	1605	1	1	-1	no
1	0	1	28	13	0	180115	873	7270	1244	1	1	3	no
1	0	2	15	1	0	133392	528	2058	578	1	1	1	no
1	1	1	35	20	1	5610618	919	62125	1927	1	1	3	no
1	1	2	39	10	1	3065846	421	31111	1748	1	1	3	no
1	1	1	12	1	0	1675321	2340	22794	978	1	1	3	no
1	1	2	125	60	1	13817349	684	62536	1776	1	1	3	no
1	1	1	141	31	1	1150913	337	70807	1777	1	1	3	no
0	1	2	12	7	1	16301	2481	65971	1188	1	1	1	no
0	0	2	12	6	1	16301	2481	65971	1188	1	1	1	no
0	0	2	12	6	1	16301	2481	65971	1188	1	1	1	no
0	0	2	11	6	1	16301	2481	65971	1188	1	1	1	no
0	1	1	28	18	0	1539814	590	6191	544	1	1	1	no
1	1	2	12	8	0	2159882	174	17417	410	1	1	3	no
0	0	1	129	28	1	162862	852	8063	1618	1	1	0	no
0	1	2	95	53	0	275236	1945	4477	1515	1	1	0	no
1	0	1	10	18	1	829255	873	9517	1896	1	1	0	no
1	0	1	73	149	1	389830	320	6093	614	1	1	3	no
1	0	1	202	275	1	30655616	694	41934	877	1	1	3	no
1	0	1	20	21	1	5837572	530	59714	1898	1	1	3	no
1	1	1	21	18	1	5974933	200	42951	1604	1	1	3	no
1	1	1	76	18	1	1761364	493	15862	658	1	1	3	no
1	1	2	10	12	1	16301	2481	65971	1188	1	1	1	no
0	0	1	157	265	0	11254	66	3798	104	1	1	0	no
1	0	1	73	55	1	26689255	1321	53548	1229	1	1	3	no
0	1	1	13	23	1	197130	1813	27043	1898	1	1	5	no
1	1	1	226	150	1	8657711	507	31829	1244	1	1	3	no
1	1	1	26	35	1	2319167	210	6008	1207	1	1	2	no
1	0	1	1343	708	1	454304	1065	30521	1503	1	1	0	no
1	0	1	10	4	1	1076770	942	44109	1526	1	1	3	no
1	0	2	347	129	1	41160	2678	16674	1329	1	1	0	no
0	0	1	51	17	1	654630	2987	46809	1938	1	1	0	no
1	0	1	187	50	1	16102	795	5517	490	1	1	0	no
1	0	2	11	3	0	10928	2977	35065	1152	1	1	-1	no
1	0	1	19	16	1	2042147	1122	26158	1374	1	1	3	no
1	0	2	23	9	1	80359	692	2275	731	1	1	3	no
1	1	1	230	326	1	1731741	519	15046	1038	1	1	3	no
1	0	2	34	20	1	358186	2935	24726	1643	1	1	-1	no
1	0	1	75	24	1	388777	2991	26501	933	1	1	0	no
1	1	1	68	65	1	8286493	170	30877	918	1	1	3	no
1	0	1	33	43	1	5975147	200	42951	1606	1	1	3	no
1	0	1	650	953	1	28309268	486	46342	1016	1	1	3	no
0	0	2	84	61	1	13817150	684	62536	1757	1	1	3	no
1	0	1	37	26	1	2440768	1141	41286	1752	1	1	3	no
1	0	1	16	24	0	124610	784	89703	1733	1	1	3	no
1	0	1	33	17	1	840182	323	8321	1265	1	1	2	no
0	0	2	18	10	1	2136581	228	11269	1039	1	0	3	no
1	1	2	10	4	0	1045	2772	2433	1425	1	1	220	no
0	0	1	40	29	1	295126	2337	25633	1938	1	1	0	no
0	1	1	28	6	0	4668	1919	1886	650	1	1	-1	no
0	0	1	39	210	1	10369	69	1069	91	1	0	-1	no
0	1	1	31	3	1	1497	1443	10166	282	1	1	220	no
0	0	1	259	361	1	26441	100	230	244	1	1	-1	no
0	1	1	106	204	1	10369	69	1069	91	1	0	-1	no
1	0	2	23	17	1	16301	2481	65971	1190	1	1	1	no
1	1	2	15	6	1	5137	470	8738	849	1	0	1	no
0	0	1	127	130	0	10341	98	961	476	1	0	0	no
1	0	1	295	100	1	523487	631	16557	1018	1	1	3	no
1	1	1	11	20	1	298322	328	25733	1036	1	1	3	no
1	1	2	86	52	1	13817113	684	62536	1771	1	1	3	no
1	0	1	12	6	0	180114	873	7270	1244	1	1	3	no
1	1	1	26	26	1	199807	588	16812	684	1	1	1	no
1	0	2	14	6	1	25055855	2686	19469	1608	1	1	0	no
1	0	2	54	24	0	70	162	647	297	1	1	-1	no
1	0	1	212	119	1	2749570	702	5280	693	1	1	1	no
1	1	1	11	6	1	275802	805	7758	312	1	1	3	no
0	0	2	280	21	1	167128	66	469	1471	1	0	3	no
0	0	1	18	1	1	656091	656	7492	1477	1	1	-1	no
0	0	1	18	1	0	446068	1923	5044	1477	1	1	3	no
0	0	1	19	0	1	780716	700	7692	1628	1	1	-1	no
0	0	1	21	0	0	342216	326	6522	1630	1	1	-1	no
0	0	1	18	3	0	739099	833	6901	1628	1	1	-1	no
0	0	1	196	201	0	11255	66	3798	104	1	1	0	no
1	1	1	15	22	1	5837500	530	59714	1899	1	1	3	no
1	1	2	17	12	1	145507	213	12398	1001	1	1	1	no
1	1	1	254	434	0	38250897	294	100462	1936	1	1	3	no
1	1	2	15	17	1	5313	769	25773	1155	1	1	1	no
1	0	1	61	17	0	75207	1085	46197	1402	1	1	3	no
0	0	2	14	11	1	153370	1379	17185	1934	1	1	0	no
1	1	2	12	3	0	2209	1770	7607	67	1	1	-1	no
1	1	1	39	29	1	35462	2302	10851	1378	1	1	0	no
0	1	2	14	12	1	13554	840	2546	1912	1	1	0	no
1	0	1	33	20	1	9443	2857	56205	1480	1	1	220	no
1	0	2	11	9	1	1415905	874	8914	1834	1	1	2	no
1	0	2	245	174	1	454297	1065	30521	1506	1	1	0	no
1	0	1	14	4	0	228342	1997	47373	1802	1	1	-1	no
1	1	2	25	3	1	7841	53	13103	1181	1	1	3	no
1	0	1	86	34	1	1059470	2944	59717	1854	1	1	0	no
1	0	2	145	75	0	1111135	1014	7349	1422	1	1	0	no
1	0	2	38	17	0	1679552	2340	22794	956	1	1	3	no
1	0	2	12	8	1	155255	966	52299	1935	1	1	0	no
1	0	1	30	10	1	8772215	983	43167	1932	1	1	3	no
1	1	1	78	83	1	8780380	649	52412	1755	1	1	3	no
0	0	2	132	39	1	1868599	1678	13417	1935	1	1	0	no
0	1	1	52	228	1	10369	69	1069	88	1	0	-1	no
0	1	1	50	292	0	11161	95	1503	231	1	1	-1	no
1	1	2	19	23	1	25055880	2686	19469	1585	1	1	0	no
0	1	1	12	22	1	73966	78	14977	1424	1	1	5	no
1	0	1	13	4	1	5348	213	1162	195	1	1	0	no
1	1	1	12	27	0	550305	983	21890	1712	1	1	3	no
1	1	1	19	34	0	169837	74	17477	1886	1	1	3	no
0	1	1	183	101	0	61008	1632	6963	733	1	1	0	no
1	1	2	20	22	1	3065756	421	31111	1726	1	1	3	no
1	0	2	34	6	1	1224097	1967	11579	676	1	1	3	no
1	1	1	36	55	1	1219594	198	32720	1564	1	1	3	no
1	1	1	57	162	1	275804	805	7758	310	1	1	3	no
1	1	1	25	35	1	1824870	207	107569	1396	1	1	3	no
1	0	1	14	4	1	7246	2001	1053	1080	1	1	-1	no
1	1	1	31	39	1	330532	295	12880	908	1	1	3	no
1	0	2	129	171	1	3165025	424	69438	1412	1	1	3	no
0	1	2	10	5	1	7208	1970	8270	947	1	1	1	no
1	0	1	42	14	1	190854	1306	45534	1455	1	1	0	no
